[08:27:48] [main/INFO]: ModLauncher running: args [--username, laranjeiras, --version, Mgt, --gameDir, C:\Users\Pichau\AppData\Roaming\.minecraft\versions\Mgt, --assetsDir, C:\Users\Pichau\AppData\Roaming\.minecraft\assets, --assetIndex, 17, --uuid, 0bd32e4f186f479eb25bd766fdd69cb3, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, null, --xuid, null, --userType, mojang, --versionType, modified, --width, 925, --height, 530, --fml.neoForgeVersion, 21.1.213, --fml.fmlVersion, 4.0.42, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient]
[08:27:48] [main/INFO]: JVM identified as Microsoft OpenJDK 64-Bit Server VM 21.0.7+6-LTS
[08:27:48] [main/INFO]: ModLauncher 11.0.5+main.901c6ea8 starting: java version 21.0.7 by Microsoft; OS Windows 10 arch amd64 version 10.0
[08:27:49] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[08:27:49] [main/INFO]: Trying GL version 4.6
[08:27:50] [main/INFO]: Requested GL version 4.6 got version 4.6
[08:27:50] [main/INFO]: Launching CrashAssistantApp (CrashAssistant-neoforge-1.20.6-1.21.4-1.10.18.jar)
[08:27:50] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce GTX 1050 Ti/PCIe/SSE2 GL version 4.6.0 NVIDIA 576.28, NVIDIA Corporation
[08:27:51] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.7 Source=union:/C:/Users/Pichau/AppData/Roaming/.minecraft/libraries/net/fabricmc/sponge-mixin/0.15.2+mixin.0.8.7/sponge-mixin-0.15.2+mixin.0.8.7.jar%23121!/ Service=ModLauncher Env=CLIENT
[08:27:51] [main/INFO]: Found mod file "client-1.21.1-20240808.144430-srg.jar" [locator: production client provider +net.neoforged:neoforge:21.1.213:client]
[08:27:52] [main/INFO]: Found mod file "neoforge-21.1.213-universal.jar" [locator: PathBasedLocator[name=neoforge, paths=[C:\Users\Pichau\AppData\Roaming\.minecraft\libraries\net\neoforged\neoforge\21.1.213\neoforge-21.1.213-universal.jar]], reader: mod manifest]
[08:27:52] [main/INFO]: Found library file "~nonexistent" [locator: org.sinytra.connector.locator.ConnectorEarlyLocatorBootstrap@1ff55ff]
[08:27:52] [main/INFO]: Found mod file "AdditionalEnchantedMiner-1.21.1-neoforge-21.1.135.jar" [locator: {mods folder locator at C:\Users\Pichau\AppData\Roaming\.minecraft\versions\Mgt\mods}, reader: mod manifest]
[08:27:52] [main/INFO]: Found mod file "amendments-1.21-2.0.8-neoforge.jar" [locator: {mods folder locator at C:\Users\Pichau\AppData\Roaming\.minecraft\versions\Mgt\mods}, reader: mod manifest]
[08:27:52] [main/INFO]: Found mod file "Apotheosis-1.21.1-8.4.1.jar" [locator: {mods folder locator at C:\Users\Pichau\AppData\Roaming\.minecraft\versions\Mgt\mods}, reader: mod manifest]
[08:27:52] [main/INFO]: Found mod file "ApothicAttributes-1.21.1-2.9.0.jar" [locator: {mods folder locator at C:\Users\Pichau\AppData\Roaming\.minecraft\versions\Mgt\mods}, reader: mod manifest]
[08:27:52] [main/INFO]: Found mod file "ApothicEnchanting-1.21.1-1.5.0.jar" [locator: {mods folder locator at C:\Users\Pichau\AppData\Roaming\.minecraft\versions\Mgt\mods}, reader: mod manifest]
[08:27:52] [main/INFO]: Found mod file "ApothicSpawners-1.21.1-1.3.2.jar" [locator: {mods folder locator at C:\Users\Pichau\AppData\Roaming\.minecraft\versions\Mgt\mods}, reader: mod manifest]
[08:27:52] [main/INFO]: Found mod file "appleskin-neoforge-mc1.21-3.0.7.jar" [locator: {mods folder locator at C:\Users\Pichau\AppData\Roaming\.minecraft\versions\Mgt\mods}, reader: mod manifest]
